Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Accessory Fragment,Genome Fragment,Order within Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,KPL3033,KPL3043,KPL3050,KPL3052,KPL3065,KPL3069,KPL3070,KPL3077,KPL3084,KPL3086,KPL3090,KPL3246,KPL3250,KPL3256,KPL3264,KPL3274,KPL3911,KPL1914,KPL1934_CDC4709_98,ATCC_51524,KPL1939_CDC4792_99,KPL1938_CDC4791_99,KPL1937_CDC4199_99,KPL1933_CDC4545_98,KPL1932_CDC4420_98,KPL1931_CDC4294_98,KPL1930_CDC2949_98,KPL1922_CDC39_95
KPL1931_CDC4294_98_CDS_0381,persistent,HTH-type transcriptional regulator YodB,28,28,1,NA,NA,,,,326,326,326,KPL3033_CDS_1139,KPL3043_CDS_1100,KPL3050_CDS_1200,KPL3052_CDS_1200,KPL3065_CDS_1080,KPL3069_CDS_1186,KPL3070_CDS_1113,KPL3077_CDS_0585,KPL3084_CDS_1136,KPL3086_CDS_1094,KPL3090_CDS_1221,KPL3246_CDS_1108,KPL3250_CDS_1097,KPL3256_CDS_0703,KPL3264_CDS_0121,KPL3274_CDS_1069,KPL3911_CDS_1159,KPL1914_CDS_0929,KPL1934_CDC4709_98_CDS_1496,ATCC_51524_CDS_0820,KPL1939_CDC4792_99_CDS_0334,KPL1938_CDC4791_99_CDS_0736,KPL1937_CDC4199_99_CDS_1765,KPL1933_CDC4545_98_CDS_1558,KPL1932_CDC4420_98_CDS_0558,KPL1931_CDC4294_98_CDS_0381,KPL1930_CDC2949_98_CDS_1117,KPL1922_CDC39_95_CDS_0450
KPL1931_CDC4294_98_CDS_0541,persistent,putative ribosomal protein YlxQ,28,28,1,NA,NA,,,,305,305,305,KPL3033_CDS_0786,KPL3043_CDS_0811,KPL3050_CDS_0914,KPL3052_CDS_0911,KPL3065_CDS_0799,KPL3069_CDS_0907,KPL3070_CDS_0840,KPL3077_CDS_0267,KPL3084_CDS_0859,KPL3086_CDS_0800,KPL3090_CDS_0922,KPL3246_CDS_0832,KPL3250_CDS_0800,KPL3256_CDS_0434,KPL3264_CDS_0419,KPL3274_CDS_0799,KPL3911_CDS_0882,KPL1914_CDS_1265,KPL1934_CDC4709_98_CDS_1218,ATCC_51524_CDS_1122,KPL1939_CDC4792_99_CDS_1161,KPL1938_CDC4791_99_CDS_0318,KPL1937_CDC4199_99_CDS_0224,KPL1933_CDC4545_98_CDS_0621,KPL1932_CDC4420_98_CDS_0147,KPL1931_CDC4294_98_CDS_0541,KPL1930_CDC2949_98_CDS_1337,KPL1922_CDC39_95_CDS_1298
KPL1931_CDC4294_98_CDS_0573,persistent,Superoxide dismutase [Mn],28,28,1,NA,NA,,,,608,608,608,KPL3033_CDS_0818,KPL3043_CDS_0845,KPL3050_CDS_0946,KPL3052_CDS_0942,KPL3065_CDS_0832,KPL3069_CDS_0940,KPL3070_CDS_0872,KPL3077_CDS_0307,KPL3084_CDS_0890,KPL3086_CDS_0833,KPL3090_CDS_0958,KPL3246_CDS_0867,KPL3250_CDS_0835,KPL3256_CDS_0471,KPL3264_CDS_0386,KPL3274_CDS_0830,KPL3911_CDS_0914,KPL1914_CDS_1233,KPL1934_CDC4709_98_CDS_1251,ATCC_51524_CDS_1086,KPL1939_CDC4792_99_CDS_1126,KPL1938_CDC4791_99_CDS_0348,KPL1937_CDC4199_99_CDS_1193,KPL1933_CDC4545_98_CDS_0588,KPL1932_CDC4420_98_CDS_0117,KPL1931_CDC4294_98_CDS_0573,KPL1930_CDC2949_98_CDS_1302,KPL1922_CDC39_95_CDS_1262
KPL1931_CDC4294_98_CDS_0605,cloud,hypothetical protein,3,3,1,NA,NA,,,,134,134,134,,,,,,,,KPL3077_CDS_0339,,,,,,,,,,KPL1914_CDS_1203,,,,,,,,KPL1931_CDC4294_98_CDS_0605,,
KPL1931_CDC4294_98_CDS_0733,persistent,hypothetical protein,28,28,1,NA,NA,,,,899,899,899,KPL3033_CDS_1409,KPL3043_CDS_1334,KPL3050_CDS_1422,KPL3052_CDS_1405,KPL3065_CDS_1314,KPL3069_CDS_1486,KPL3070_CDS_1324,KPL3077_CDS_0799,KPL3084_CDS_1349,KPL3086_CDS_1327,KPL3090_CDS_1441,KPL3246_CDS_1323,KPL3250_CDS_1317,KPL3256_CDS_0927,KPL3264_CDS_1653,KPL3274_CDS_1280,KPL3911_CDS_1373,KPL1914_CDS_0720,KPL1934_CDC4709_98_CDS_1709,ATCC_51524_CDS_1427,KPL1939_CDC4792_99_CDS_1589,KPL1938_CDC4791_99_CDS_1559,KPL1937_CDC4199_99_CDS_0531,KPL1933_CDC4545_98_CDS_0207,KPL1932_CDC4420_98_CDS_0406,KPL1931_CDC4294_98_CDS_0733,KPL1930_CDC2949_98_CDS_0303,KPL1922_CDC39_95_CDS_1570
KPL1931_CDC4294_98_CDS_0925,cloud,hypothetical protein,1,1,1,NA,NA,,,,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0925,,
KPL1931_CDC4294_98_CDS_0957,cloud,hypothetical protein,1,1,1,NA,NA,,,,416,416,416,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0957,,
KPL1931_CDC4294_98_CDS_0989,cloud,hypothetical protein,1,1,1,NA,NA,,,,461,461,461,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0989,,
KPL1931_CDC4294_98_CDS_1021,cloud,hypothetical protein,1,1,1,NA,NA,,,,371,371,371,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_1021,,
KPL1931_CDC4294_98_CDS_1277,persistent,hypothetical protein,28,28,1,NA,NA,,,,911,911,911,KPL3033_CDS_0357,KPL3043_CDS_0374,KPL3050_CDS_0378,KPL3052_CDS_0361,KPL3065_CDS_0362,KPL3069_CDS_0369,KPL3070_CDS_0379,KPL3077_CDS_1576,KPL3084_CDS_0385,KPL3086_CDS_0360,KPL3090_CDS_0469,KPL3246_CDS_0375,KPL3250_CDS_0354,KPL3256_CDS_1707,KPL3264_CDS_0875,KPL3274_CDS_0370,KPL3911_CDS_0386,KPL1914_CDS_1711,KPL1934_CDC4709_98_CDS_0727,ATCC_51524_CDS_0159,KPL1939_CDC4792_99_CDS_0539,KPL1938_CDC4791_99_CDS_1243,KPL1937_CDC4199_99_CDS_0761,KPL1933_CDC4545_98_CDS_0722,KPL1932_CDC4420_98_CDS_1712,KPL1931_CDC4294_98_CDS_1277,KPL1930_CDC2949_98_CDS_1678,KPL1922_CDC39_95_CDS_1652
KPL1931_CDC4294_98_CDS_1693,cloud,DNA primase,1,1,1,NA,NA,,,,1046,1046,1046,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_1693,,
KPL1931_CDC4294_98_CDS_1757,persistent,Guanylate kinase,28,28,1,NA,NA,,,,614,614,614,KPL3033_CDS_0573,KPL3043_CDS_0590,KPL3050_CDS_0683,KPL3052_CDS_0678,KPL3065_CDS_0576,KPL3069_CDS_0683,KPL3070_CDS_0617,KPL3077_CDS_0050,KPL3084_CDS_0627,KPL3086_CDS_0575,KPL3090_CDS_0699,KPL3246_CDS_0605,KPL3250_CDS_0577,KPL3256_CDS_0233,KPL3264_CDS_0649,KPL3274_CDS_0597,KPL3911_CDS_0635,KPL1914_CDS_1487,KPL1934_CDC4709_98_CDS_0998,ATCC_51524_CDS_1338,KPL1939_CDC4792_99_CDS_0146,KPL1938_CDC4791_99_CDS_1016,KPL1937_CDC4199_99_CDS_1612,KPL1933_CDC4545_98_CDS_1335,KPL1932_CDC4420_98_CDS_1316,KPL1931_CDC4294_98_CDS_1757,KPL1930_CDC2949_98_CDS_1539,KPL1922_CDC39_95_CDS_0718
KPL1931_CDC4294_98_CDS_1789,persistent,Niacin transporter NiaX,28,28,1,NA,NA,,,,548,557,548.32,KPL3033_CDS_0541,KPL3043_CDS_0558,KPL3050_CDS_0651,KPL3052_CDS_0645,KPL3065_CDS_0544,KPL3069_CDS_0651,KPL3070_CDS_0585,KPL3077_CDS_0018,KPL3084_CDS_0595,KPL3086_CDS_0543,KPL3090_CDS_0665,KPL3246_CDS_0573,KPL3250_CDS_0545,KPL3256_CDS_0200,KPL3264_CDS_0681,KPL3274_CDS_0565,KPL3911_CDS_0603,KPL1914_CDS_1519,KPL1934_CDC4709_98_CDS_0966,ATCC_51524_CDS_1370,KPL1939_CDC4792_99_CDS_0178,KPL1938_CDC4791_99_CDS_0984,KPL1937_CDC4199_99_CDS_1644,KPL1933_CDC4545_98_CDS_1367,KPL1932_CDC4420_98_CDS_1284,KPL1931_CDC4294_98_CDS_1789,KPL1930_CDC2949_98_CDS_1571,KPL1922_CDC39_95_CDS_0750
KPL1931_CDC4294_98_CDS_1821,persistent,Ribonuclease M5,28,28,1,NA,NA,,,,557,560,558.07,KPL3033_CDS_0432,KPL3043_CDS_0451,KPL3050_CDS_0454,KPL3052_CDS_0445,KPL3065_CDS_0437,KPL3069_CDS_0460,KPL3070_CDS_0478,KPL3077_CDS_1652,KPL3084_CDS_0482,KPL3086_CDS_0435,KPL3090_CDS_0546,KPL3246_CDS_0458,KPL3250_CDS_0432,KPL3256_CDS_0088,KPL3264_CDS_0797,KPL3274_CDS_0447,KPL3911_CDS_0485,KPL1914_CDS_1636,KPL1934_CDC4709_98_CDS_0804,ATCC_51524_CDS_0091,KPL1939_CDC4792_99_CDS_0192,KPL1938_CDC4791_99_CDS_0046,KPL1937_CDC4199_99_CDS_0456,KPL1933_CDC4545_98_CDS_0376,KPL1932_CDC4420_98_CDS_1168,KPL1931_CDC4294_98_CDS_1821,KPL1930_CDC2949_98_CDS_1214,KPL1922_CDC39_95_CDS_0554
KPL1930_CDC2949_98_CDS_0131,persistent,Cyclic di-AMP receptor A,28,28,1,NA,NA,,,,329,329,329,KPL3033_CDS_0308,KPL3043_CDS_0325,KPL3050_CDS_0328,KPL3052_CDS_0312,KPL3065_CDS_0312,KPL3069_CDS_0319,KPL3070_CDS_0326,KPL3077_CDS_1527,KPL3084_CDS_0331,KPL3086_CDS_0310,KPL3090_CDS_0420,KPL3246_CDS_0325,KPL3250_CDS_0304,KPL3256_CDS_1658,KPL3264_CDS_0928,KPL3274_CDS_0317,KPL3911_CDS_0333,KPL1914_CDS_1761,KPL1934_CDC4709_98_CDS_0677,ATCC_51524_CDS_0209,KPL1939_CDC4792_99_CDS_0490,KPL1938_CDC4791_99_CDS_1289,KPL1937_CDC4199_99_CDS_0810,KPL1933_CDC4545_98_CDS_0771,KPL1932_CDC4420_98_CDS_0914,KPL1931_CDC4294_98_CDS_1230,KPL1930_CDC2949_98_CDS_0131,KPL1922_CDC39_95_CDS_1008
KPL1930_CDC2949_98_CDS_0323,persistent,HTH-type transcriptional repressor GlcR,28,28,1,NA,NA,,,,752,752,752,KPL3033_CDS_1430,KPL3043_CDS_1354,KPL3050_CDS_1441,KPL3052_CDS_1425,KPL3065_CDS_1334,KPL3069_CDS_1506,KPL3070_CDS_1343,KPL3077_CDS_0820,KPL3084_CDS_1369,KPL3086_CDS_1347,KPL3090_CDS_1462,KPL3246_CDS_1343,KPL3250_CDS_1337,KPL3256_CDS_0948,KPL3264_CDS_1633,KPL3274_CDS_1302,KPL3911_CDS_1392,KPL1914_CDS_0700,KPL1934_CDC4709_98_CDS_1730,ATCC_51524_CDS_1448,KPL1939_CDC4792_99_CDS_1568,KPL1938_CDC4791_99_CDS_1579,KPL1937_CDC4199_99_CDS_0551,KPL1933_CDC4545_98_CDS_0186,KPL1932_CDC4420_98_CDS_0386,KPL1931_CDC4294_98_CDS_0713,KPL1930_CDC2949_98_CDS_0323,KPL1922_CDC39_95_CDS_1550
KPL1930_CDC2949_98_CDS_0771,shell,hypothetical protein,11,11,1,NA,NA,,,,296,956,780.36,,,,KPL3052_CDS_0157,,KPL3069_CDS_0167,KPL3070_CDS_0172,KPL3077_CDS_1375,KPL3084_CDS_0171,,,,,,,,KPL3911_CDS_0174,KPL1914_CDS_0158,,,,KPL1938_CDC4791_99_CDS_1443,,KPL1933_CDC4545_98_CDS_0932,KPL1932_CDC4420_98_CDS_1013,,KPL1930_CDC2949_98_CDS_0771,
KPL1930_CDC2949_98_CDS_1443,shell,Lantibiotic macedovicin,10,10,1,NA,NA,,,,110,197,170.9,KPL3033_CDS_0682,,,KPL3052_CDS_0780,,KPL3069_CDS_0787,,KPL3077_CDS_0148,,,KPL3090_CDS_0802,,,,,KPL3274_CDS_0690,,,KPL1934_CDC4709_98_CDS_1094,,,KPL1938_CDC4791_99_CDS_0200,,KPL1933_CDC4545_98_CDS_1244,,,KPL1930_CDC2949_98_CDS_1443,
KPL1930_CDC2949_98_CDS_1507,cloud,hypothetical protein,4,4,1,NA,NA,,,,1658,1658,1658,KPL3033_CDS_0618,,,,,,,,,,,,,,,KPL3274_CDS_0630,,KPL1914_CDS_1442,,,,,,,,,KPL1930_CDC2949_98_CDS_1507,
KPL1922_CDC39_95_CDS_0231,cloud,hypothetical protein,1,1,1,NA,NA,,,,527,527,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95_CDS_0231
KPL1922_CDC39_95_CDS_0519,cloud,hypothetical protein,1,1,1,NA,NA,,,,377,377,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95_CDS_0519
KPL1922_CDC39_95_CDS_0583,persistent,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D,28,28,1,NA,NA,,,,1064,1064,1064,KPL3033_CDS_0462,KPL3043_CDS_0480,KPL3050_CDS_0483,KPL3052_CDS_0477,KPL3065_CDS_0466,KPL3069_CDS_0490,KPL3070_CDS_0509,KPL3077_CDS_1681,KPL3084_CDS_0513,KPL3086_CDS_0464,KPL3090_CDS_0577,KPL3246_CDS_0487,KPL3250_CDS_0462,KPL3256_CDS_0117,KPL3264_CDS_0769,KPL3274_CDS_0476,KPL3911_CDS_0517,KPL1914_CDS_1606,KPL1934_CDC4709_98_CDS_0834,ATCC_51524_CDS_0062,KPL1939_CDC4792_99_CDS_0226,KPL1938_CDC4791_99_CDS_0016,KPL1937_CDC4199_99_CDS_0428,KPL1933_CDC4545_98_CDS_0346,KPL1932_CDC4420_98_CDS_1199,KPL1931_CDC4294_98_CDS_1850,KPL1930_CDC2949_98_CDS_1242,KPL1922_CDC39_95_CDS_0583
KPL1922_CDC39_95_CDS_1319,persistent,30S ribosomal protein S16,28,28,1,NA,NA,,,,272,272,272,KPL3033_CDS_0765,KPL3043_CDS_0790,KPL3050_CDS_0893,KPL3052_CDS_0890,KPL3065_CDS_0778,KPL3069_CDS_0886,KPL3070_CDS_0819,KPL3077_CDS_0246,KPL3084_CDS_0838,KPL3086_CDS_0779,KPL3090_CDS_0901,KPL3246_CDS_0811,KPL3250_CDS_0779,KPL3256_CDS_0413,KPL3264_CDS_0440,KPL3274_CDS_0778,KPL3911_CDS_0860,KPL1914_CDS_1286,KPL1934_CDC4709_98_CDS_1197,ATCC_51524_CDS_1143,KPL1939_CDC4792_99_CDS_1182,KPL1938_CDC4791_99_CDS_0297,KPL1937_CDC4199_99_CDS_0129,KPL1933_CDC4545_98_CDS_0642,KPL1932_CDC4420_98_CDS_0253,KPL1931_CDC4294_98_CDS_0196,KPL1930_CDC2949_98_CDS_1358,KPL1922_CDC39_95_CDS_1319
KPL1922_CDC39_95_CDS_1447,persistent,hypothetical protein,28,28,1,NA,NA,,,,353,353,353,KPL3033_CDS_0634,KPL3043_CDS_0646,KPL3050_CDS_0738,KPL3052_CDS_0733,KPL3065_CDS_0632,KPL3069_CDS_0738,KPL3070_CDS_0670,KPL3077_CDS_0105,KPL3084_CDS_0680,KPL3086_CDS_0632,KPL3090_CDS_0754,KPL3246_CDS_0665,KPL3250_CDS_0633,KPL3256_CDS_0276,KPL3264_CDS_0594,KPL3274_CDS_0646,KPL3911_CDS_0699,KPL1914_CDS_1426,KPL1934_CDC4709_98_CDS_1046,ATCC_51524_CDS_1283,KPL1939_CDC4792_99_CDS_1324,KPL1938_CDC4791_99_CDS_0153,KPL1937_CDC4199_99_CDS_1565,KPL1933_CDC4545_98_CDS_1293,KPL1932_CDC4420_98_CDS_1385,KPL1931_CDC4294_98_CDS_1463,KPL1930_CDC2949_98_CDS_1491,KPL1922_CDC39_95_CDS_1447
KPL3033_CDS_0131,cloud,hypothetical protein,1,1,1,NA,NA,,,,221,221,221,KPL3033_CDS_0131,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3033_CDS_0387,shell,hypothetical protein,11,12,1.09,NA,NA,,,,674,2051,1880,KPL3033_CDS_0387,KPL3043_CDS_0403,,,,,,KPL3077_CDS_1606,,,KPL3090_CDS_0500,,KPL3250_CDS_0385,,KPL3264_CDS_0844,"KPL3274_CDS_0402 ""KPL3274_CDS_0401""",,,KPL1934_CDC4709_98_CDS_0757,,KPL1939_CDC4792_99_CDS_0570,KPL1938_CDC4791_99_CDS_1212,,,KPL1932_CDC4420_98_CDS_1743,,,
KPL3033_CDS_0515,persistent,hypothetical protein,28,28,1,NA,NA,,,,782,917,910.25,KPL3033_CDS_0515,KPL3043_CDS_0534,KPL3050_CDS_0617,KPL3052_CDS_0615,KPL3065_CDS_0520,KPL3069_CDS_0620,KPL3070_CDS_0561,KPL3077_CDS_1826,KPL3084_CDS_0567,KPL3086_CDS_0519,KPL3090_CDS_0635,KPL3246_CDS_0546,KPL3250_CDS_0515,KPL3256_CDS_0171,KPL3264_CDS_0712,KPL3274_CDS_0536,KPL3911_CDS_0572,KPL1914_CDS_1552,KPL1934_CDC4709_98_CDS_0941,ATCC_51524_CDS_0010,KPL1939_CDC4792_99_CDS_0890,KPL1938_CDC4791_99_CDS_0959,KPL1937_CDC4199_99_CDS_0281,KPL1933_CDC4545_98_CDS_1397,KPL1932_CDC4420_98_CDS_1259,KPL1931_CDC4294_98_CDS_1903,KPL1930_CDC2949_98_CDS_1596,KPL1922_CDC39_95_CDS_1175
KPL3033_CDS_1027,persistent,hypothetical protein,26,26,1,NA,NA,,,,1112,1115,1113.62,KPL3033_CDS_1027,,KPL3050_CDS_1148,KPL3052_CDS_1149,KPL3065_CDS_1027,KPL3069_CDS_1136,KPL3070_CDS_1060,KPL3077_CDS_0531,KPL3084_CDS_1086,KPL3086_CDS_1040,KPL3090_CDS_1163,KPL3246_CDS_1058,KPL3250_CDS_1044,KPL3256_CDS_0650,KPL3264_CDS_0178,KPL3274_CDS_1018,KPL3911_CDS_1104,KPL1914_CDS_1004,KPL1934_CDC4709_98_CDS_1445,ATCC_51524_CDS_0870,KPL1939_CDC4792_99_CDS_0917,KPL1938_CDC4791_99_CDS_1050,,KPL1933_CDC4545_98_CDS_0390,KPL1932_CDC4420_98_CDS_0837,KPL1931_CDC4294_98_CDS_1328,KPL1930_CDC2949_98_CDS_0631,KPL1922_CDC39_95_CDS_0111
KPL3033_CDS_1091,cloud,hypothetical protein,1,1,1,NA,NA,,,,1922,1922,1922,KPL3033_CDS_1091,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3033_CDS_1251,cloud,hypothetical protein,1,1,1,NA,NA,,,,332,332,332,KPL3033_CDS_1251,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3033_CDS_1475,persistent,NH(3)-dependent NAD(+) synthetase,28,29,1.04,NA,NA,,,,839,857,844.9,KPL3033_CDS_1475,KPL3043_CDS_1399,KPL3050_CDS_1487,KPL3052_CDS_1472,KPL3065_CDS_1379,KPL3069_CDS_1552,KPL3070_CDS_1391,KPL3077_CDS_0861,KPL3084_CDS_1417,KPL3086_CDS_1392,KPL3090_CDS_1582,KPL3246_CDS_1386,KPL3250_CDS_1384,KPL3256_CDS_0994,KPL3264_CDS_1588,KPL3274_CDS_1349,KPL3911_CDS_1436,KPL1914_CDS_0659,"KPL1934_CDC4709_98_CDS_0033 ""KPL1934_CDC4709_98_CDS_1775""",ATCC_51524_CDS_1492,KPL1939_CDC4792_99_CDS_1523,KPL1938_CDC4791_99_CDS_0542,KPL1937_CDC4199_99_CDS_0596,KPL1933_CDC4545_98_CDS_0140,KPL1932_CDC4420_98_CDS_0022,KPL1931_CDC4294_98_CDS_1112,KPL1930_CDC2949_98_CDS_0016,KPL1922_CDC39_95_CDS_1504
KPL3043_CDS_0154,cloud,hypothetical protein,3,3,1,NA,NA,,,,209,257,241,,KPL3043_CDS_0154,,,KPL3065_CDS_0139,,,,,KPL3086_CDS_0139,,,,,,,,,,,,,,,,,,
KPL3043_CDS_0186,shell,hypothetical protein,8,8,1,NA,NA,,,,524,533,531.88,,KPL3043_CDS_0186,,,KPL3065_CDS_0171,,,,,KPL3086_CDS_0170,KPL3090_CDS_0270,,KPL3250_CDS_0146,,KPL3264_CDS_1066,,,,KPL1934_CDC4709_98_CDS_0537,,,,KPL1937_CDC4199_99_CDS_0970,,,,,
KPL3043_CDS_0378,persistent,hypothetical protein,28,28,1,NA,NA,,,,1178,1178,1178,KPL3033_CDS_0361,KPL3043_CDS_0378,KPL3050_CDS_0382,KPL3052_CDS_0365,KPL3065_CDS_0366,KPL3069_CDS_0373,KPL3070_CDS_0383,KPL3077_CDS_1580,KPL3084_CDS_0389,KPL3086_CDS_0364,KPL3090_CDS_0473,KPL3246_CDS_0379,KPL3250_CDS_0358,KPL3256_CDS_1711,KPL3264_CDS_0871,KPL3274_CDS_0374,KPL3911_CDS_0390,KPL1914_CDS_1707,KPL1934_CDC4709_98_CDS_0731,ATCC_51524_CDS_0155,KPL1939_CDC4792_99_CDS_0543,KPL1938_CDC4791_99_CDS_1239,KPL1937_CDC4199_99_CDS_0757,KPL1933_CDC4545_98_CDS_0718,KPL1932_CDC4420_98_CDS_1716,KPL1931_CDC4294_98_CDS_1281,KPL1930_CDC2949_98_CDS_1682,KPL1922_CDC39_95_CDS_1656
KPL3043_CDS_0410,shell,6-phospho-beta-glucosidase GmuD,12,12,1,NA,NA,,,,1355,1382,1379.75,KPL3033_CDS_0394,KPL3043_CDS_0410,,,,,,KPL3077_CDS_1613,,,KPL3090_CDS_0507,,KPL3250_CDS_0392,,KPL3264_CDS_0837,KPL3274_CDS_0409,,,KPL1934_CDC4709_98_CDS_0764,,KPL1939_CDC4792_99_CDS_0577,KPL1938_CDC4791_99_CDS_1205,,,KPL1932_CDC4420_98_CDS_1750,,,KPL1922_CDC39_95_CDS_1682
KPL3043_CDS_0538,persistent,hypothetical protein,28,28,1,NA,NA,,,,488,488,488,KPL3033_CDS_0519,KPL3043_CDS_0538,KPL3050_CDS_0623,KPL3052_CDS_0619,KPL3065_CDS_0524,KPL3069_CDS_0624,KPL3070_CDS_0565,KPL3077_CDS_1830,KPL3084_CDS_0575,KPL3086_CDS_0523,KPL3090_CDS_0639,KPL3246_CDS_0553,KPL3250_CDS_0519,KPL3256_CDS_0175,KPL3264_CDS_0706,KPL3274_CDS_0540,KPL3911_CDS_0576,KPL1914_CDS_1548,KPL1934_CDC4709_98_CDS_0947,ATCC_51524_CDS_0006,KPL1939_CDC4792_99_CDS_0886,KPL1938_CDC4791_99_CDS_0965,KPL1937_CDC4199_99_CDS_0274,KPL1933_CDC4545_98_CDS_1393,KPL1932_CDC4420_98_CDS_1265,KPL1931_CDC4294_98_CDS_1907,KPL1930_CDC2949_98_CDS_1590,KPL1922_CDC39_95_CDS_1171
KPL3043_CDS_0570,persistent,DNA mismatch repair protein MutS,28,29,1.04,NA,NA,,,,605,2606,2516.52,KPL3033_CDS_0553,KPL3043_CDS_0570,KPL3050_CDS_0663,KPL3052_CDS_0657,KPL3065_CDS_0556,KPL3069_CDS_0663,KPL3070_CDS_0597,KPL3077_CDS_0030,KPL3084_CDS_0607,KPL3086_CDS_0555,KPL3090_CDS_0677,KPL3246_CDS_0585,KPL3250_CDS_0557,"KPL3256_CDS_0213 ""KPL3256_CDS_0212""",KPL3264_CDS_0669,KPL3274_CDS_0577,KPL3911_CDS_0615,KPL1914_CDS_1507,KPL1934_CDC4709_98_CDS_0978,ATCC_51524_CDS_1358,KPL1939_CDC4792_99_CDS_0166,KPL1938_CDC4791_99_CDS_0996,KPL1937_CDC4199_99_CDS_1632,KPL1933_CDC4545_98_CDS_1355,KPL1932_CDC4420_98_CDS_1296,KPL1931_CDC4294_98_CDS_1777,KPL1930_CDC2949_98_CDS_1559,KPL1922_CDC39_95_CDS_0738
KPL3043_CDS_0602,persistent,putative protein,28,28,1,NA,NA,,,,353,353,353,KPL3033_CDS_0585,KPL3043_CDS_0602,KPL3050_CDS_0695,KPL3052_CDS_0690,KPL3065_CDS_0588,KPL3069_CDS_0695,KPL3070_CDS_0629,KPL3077_CDS_0062,KPL3084_CDS_0639,KPL3086_CDS_0587,KPL3090_CDS_0711,KPL3246_CDS_0617,KPL3250_CDS_0589,KPL3256_CDS_0245,KPL3264_CDS_0637,KPL3274_CDS_0609,KPL3911_CDS_0647,KPL1914_CDS_1475,KPL1934_CDC4709_98_CDS_1010,ATCC_51524_CDS_1326,KPL1939_CDC4792_99_CDS_0134,KPL1938_CDC4791_99_CDS_1028,KPL1937_CDC4199_99_CDS_1600,KPL1933_CDC4545_98_CDS_1323,KPL1932_CDC4420_98_CDS_1328,KPL1931_CDC4294_98_CDS_1745,KPL1930_CDC2949_98_CDS_1527,KPL1922_CDC39_95_CDS_0706
KPL3043_CDS_1050,cloud,hypothetical protein,1,1,1,NA,NA,,,,7253,7253,7253,,KPL3043_CDS_1050,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3043_CDS_1114,persistent,Cysteine desulfurase IscS,28,28,1,NA,NA,,,,1142,1142,1142,KPL3033_CDS_1152,KPL3043_CDS_1114,KPL3050_CDS_1214,KPL3052_CDS_1214,KPL3065_CDS_1094,KPL3069_CDS_1199,KPL3070_CDS_1127,KPL3077_CDS_0600,KPL3084_CDS_1150,KPL3086_CDS_1108,KPL3090_CDS_1236,KPL3246_CDS_1122,KPL3250_CDS_1112,KPL3256_CDS_0717,KPL3264_CDS_0107,KPL3274_CDS_1083,KPL3911_CDS_1174,KPL1914_CDS_0915,KPL1934_CDC4709_98_CDS_1510,ATCC_51524_CDS_0806,KPL1939_CDC4792_99_CDS_0320,KPL1938_CDC4791_99_CDS_0750,KPL1937_CDC4199_99_CDS_1779,KPL1933_CDC4545_98_CDS_1572,KPL1932_CDC4420_98_CDS_0572,KPL1931_CDC4294_98_CDS_0367,KPL1930_CDC2949_98_CDS_1103,KPL1922_CDC39_95_CDS_0436
KPL3050_CDS_0232,persistent,tRNA pseudouridine synthase A,28,28,1,NA,NA,,,,749,782,757.25,KPL3033_CDS_0221,KPL3043_CDS_0244,KPL3050_CDS_0232,KPL3052_CDS_0218,KPL3065_CDS_0229,KPL3069_CDS_0229,KPL3070_CDS_0233,KPL3077_CDS_1438,KPL3084_CDS_0233,KPL3086_CDS_0228,KPL3090_CDS_0326,KPL3246_CDS_0217,KPL3250_CDS_0203,KPL3256_CDS_1568,KPL3264_CDS_1009,KPL3274_CDS_0232,KPL3911_CDS_0235,KPL1914_CDS_0098,KPL1934_CDC4709_98_CDS_0593,ATCC_51524_CDS_0295,KPL1939_CDC4792_99_CDS_0403,KPL1938_CDC4791_99_CDS_1503,KPL1937_CDC4199_99_CDS_0912,KPL1933_CDC4545_98_CDS_0872,KPL1932_CDC4420_98_CDS_1073,KPL1931_CDC4294_98_CDS_1520,KPL1930_CDC2949_98_CDS_0834,KPL1922_CDC39_95_CDS_1091
